action	reward
2	0.9618645998182034
1	0.0
1	1.98332311456793
0	0.607183881473502
0	0.49476143790724214
1	1.483800033749712
0	2.721972422134206
2	0.0
0	0.2543325209236562
0	0.0
0	0.39209944374735506
0	0.0
0	0.0
0	0.5322243428058487
1	0.3894945766644935
2	0.8082492988913388
1	0.0
1	1.0318036722903414
1	1.400607713699188
0	1.8873494301024119
1	0.11286766747844257
2	0.9403652979149298
2	0.6121577133531954
0	0.5564107291517884
0	0.09040690615501934
2	0.421700590488414
1	0.7191678554545751
1	0.0
2	0.0
0	0.0
1	1.256662658642606
2	0.0
2	0.0
1	0.4076502413590197
0	0.3138551015890928
2	0.0
2	0.10061931178834238
2	0.0
0	0.7128785317036854
1	0.16377083309664986
2	0.84965907068365
1	0.0
1	0.0
0	0.0
2	0.0
0	0.0
0	0.22404280994360026
0	0.0
0	0.0
2	0.0
0	0.9932088021306719
2	0.720358274170292
0	0.0
1	0.03355112784557557
0	0.1698873863502759
1	0.7918142937397885
2	0.0
1	0.2195140082733349
1	0.0
2	0.8938086477522055
2	0.0
1	0.3213131021505897
1	0.0
0	1.2502301354426497
2	0.0
2	0.0
1	0.5909853836128831
0	0.651309292230114
2	0.6638580855358028
2	0.0
2	0.0
2	0.0
2	0.0
0	0.8035291128491597
1	0.4308676504311365
2	0.0
2	0.0
2	0.0
2	0.0
2	0.057656766850966434
2	0.6088406656289305
2	0.0
2	0.4540708885849467
2	0.6794110325475178
2	0.09616630208482913
2	0.0
0	1.9547175513795378
0	0.4270764686912125
1	0.5652102001313796
2	0.8219509685841704
2	0.0
2	0.0
2	0.0
0	0.5014006540152876
0	0.1386578259904594
1	0.0
0	1.7990699224038322
1	0.4250142518231703
2	0.3996843195208557
1	1.0849349933463284
2	0.0
0	0.23659532340152956
2	0.0
2	0.0
2	0.0
2	0.0
2	0.0
1	0.21677180429098564
2	0.09121116321195577
1	0.25606599138243824
1	0.1287467791942476
0	0.1565383624797161
1	0.0
1	0.0
2	0.0
0	0.6663809878757413
2	0.4111709677179297
2	0.2608700002482828
2	0.0
0	0.0
0	0.010957969010684354
2	0.0
2	0.0
0	1.055713017135258
1	0.7497594463200503
1	0.6906390636624209
1	0.5720659496633701
1	1.8482864451726464
0	0.5788384514461687
2	0.0
1	0.0
1	0.41392486263998396
1	1.6776970886301141
2	0.0
0	0.9471059197405223
1	0.4580515892397802
1	0.0
2	0.0
0	1.709630899006785
0	0.5250665643076633
0	0.0
0	1.0677790605919273
1	0.7612307226928947
1	1.2312686187372415
2	0.6081101061799327
2	0.0
2	0.5030037259190553
0	1.668451263453035
0	0.06408192402469293
0	0.27844708774830973
2	0.0
0	0.0
2	0.9906064991792239
0	0.052092495001576866
0	0.920185295032085
2	0.2209603985902555
1	0.8718926230033723
2	0.0
0	0.5395427204956607
0	0.5880923101491963
2	0.0
0	0.7269800373347814
0	0.0
0	0.24436205883758166
2	0.7013871860707722
2	0.0
2	0.05856460307271372
0	0.008886666136190935
0	0.25565389145750705
2	0.0
0	0.6844669299514146
0	0.0
2	0.0
2	0.3068671417744221
0	0.7484507649778285
0	1.4720764893910827
1	1.0046124098899607
0	0.8073328750716292
1	0.0
1	0.3445917922927584
2	0.5300178336009629
0	0.0
0	0.577847847206383
2	0.0
0	1.8160813349803564
1	1.741197983708326
2	0.0
0	0.0
1	0.0
1	0.5807959814067111
1	0.0
2	0.9679772349911469
0	0.2916300422894875
0	0.024325837650465254
1	1.8015021406167855
1	0.4617361554385857
1	2.032633167869752
1	0.0
1	0.6079170419856109
0	0.5660345547070074
0	0.6155746196254218
0	0.0
0	1.3475791626514821
0	0.03273917476554622
0	0.8151765961993532
1	0.1965858988746655
0	0.0
2	0.0
0	1.8113614335676682
1	0.0
1	0.2358757950997269
2	0.5418529183268366
2	0.0
1	0.0
2	0.21235002985770468
0	1.7948280330909678
0	0.2232721979572473
1	0.0021224841752903734
0	1.261881708557156
2	0.5849370777333162
1	0.7504363701042955
1	0.5299351632938989
1	0.6296585728698901
1	0.01180291373236042
0	0.003071610431678695
2	0.0
0	0.8007689514395786
2	0.0
0	0.7609147233246927
2	0.0
0	0.8034955900650426
2	0.0
2	0.0
0	0.711426670431323
1	0.0
1	1.4047783279242083
2	0.6883042063768675
0	0.5714052993943377
2	0.9271267100937854
2	0.9465810579416357
1	0.24531207107281583
2	0.0
1	0.9767754054708335
2	0.0
1	0.10836589630968174
2	0.0
2	0.0
2	0.04206901326638668
2	0.0
1	0.0
2	0.0
0	1.1923606240457312
0	0.18586985010360935
0	0.46423964682206964
0	1.031691927734657
1	0.5060485818450441
2	0.970860966035865
2	0.0
1	0.016428339263732772
0	0.8453015159237478
0	1.8409583491743884
1	0.48710023642360456
0	2.588892344326666
1	0.0
2	0.0
2	0.0
1	0.2863127720921078
2	0.0
1	0.3505359087830824
0	0.0
2	0.0
1	0.0
0	1.084739214642725
1	0.7346902160423037
2	0.0
0	0.0
1	1.0247640669586338
1	0.17708150132412792
0	0.41845202747694543
0	0.0
0	1.7280901501595411
1	1.0342043167343664
2	0.8574872745761145
1	0.0
0	1.171109793610316
0	0.0
2	0.5515902150703113
1	1.9984658638427881
0	0.33301671430119106
0	0.7374803616671447
2	0.913211585109819
2	0.5510041288012768
1	0.0
0	0.8985600214572917
1	0.9399978668388105
1	0.0
0	0.0
1	0.6597964483019637
1	1.2241285070501071
2	0.0
1	0.8165317353819662
0	0.49405412495433687
0	0.6004875484162294
0	0.09148107893564617
1	0.0
2	0.20619778077142226
0	0.8703027126800473
2	0.0
1	0.3024733541617508
0	0.37677165334767837
0	1.5293337670675933
1	1.509839596486031
0	0.0
0	0.0023185352832265638
0	0.0
0	0.12271739350983168
2	0.0
0	0.5971722955968067
1	0.1021822791624194
0	0.7124283252700698
1	0.8679193301751216
1	0.6705021522773278
2	0.0
1	0.6464949123032928
1	0.18078521343893883
0	0.0
1	0.5162534032775401
1	0.3572751402325641
2	0.0
2	0.0
2	0.0
2	0.0
1	0.2628891132871005
0	0.19347776050997645
1	0.2114394227092551
0	2.5895796125961743
0	0.5566943475107151
2	0.0
2	0.0
0	0.05323129973852292
0	1.6256637822467912
1	0.05471035513699418
0	0.475704743758836
2	0.0
1	0.5390812350658053
0	0.3248729524533325
1	0.4566765240888899
2	0.0
1	0.01586441263499938
2	0.04624895763629089
0	0.0
2	0.0
0	1.714295930123668
0	0.0
0	0.5424580177534232
2	0.2958711134964609
2	0.0
2	0.0
1	0.7100215214366782
1	0.38314542607127755
2	0.0
2	0.0
2	0.0
0	0.8635722864841249
2	0.0
1	1.3264077308368902
0	0.23978859955759924
2	0.0
1	0.0
1	0.0
0	0.97921357120395
1	0.0
0	1.5772223075864926
0	0.8085422874992781
1	0.5756778965451208
0	0.16403296341784457
1	0.966434515134614
1	0.0
0	1.6214313934914368
2	0.0
0	0.26724837645199817
1	0.668766252451416
2	0.13339067953853134
2	0.0
2	0.0
0	0.0
1	0.0
1	0.5788244531454081
0	0.36070786703175595
1	0.5630145860465643
2	0.0
1	0.0
2	0.0
0	0.0
0	0.0
0	0.0
2	0.0
1	1.4720435002936965
2	0.4660275983720772
0	0.7972188171044692
0	0.0
1	1.100536725258234
0	0.39665161454807185
2	0.0
0	0.0
2	0.0
1	0.0
0	0.29211765098473064
0	0.0
1	0.43838160604768295
2	0.4924038258464746
1	0.2513897123559278
2	0.0
2	0.7073208973272654
2	0.0
1	0.9127900274513803
1	0.46594543468373206
0	0.3133098869844789
1	0.19040185251236186
1	0.0
1	0.6721027820494452
2	0.05489705418145241
1	0.6398173497456744
1	0.6299422439945511
2	0.0
1	0.0
0	0.4174518445504527
2	0.0
1	0.4162201361274005
1	0.9828059696267948
1	1.0474789097984492
1	0.6045006722318806
0	1.8743381561503465
2	0.0
2	0.0
1	0.23867639395149365
1	0.0
1	0.20101944905678226
0	0.7282778370450226
0	0.031603670167706266
2	0.4630492879718534
2	0.6898431792040256
1	1.0719692507262426
0	0.5037666846747116
1	0.30811441024137587
1	0.6920290700970819
0	0.0
0	0.5474701267171102
0	0.6688227657221597
1	0.0
0	1.9955765425786103
2	0.0
1	0.9799007815136435
0	0.6917873816471534
2	0.0
1	0.3095057658977177
2	0.0
1	0.5668098569399227
0	0.0
1	0.7689812495425576
0	0.8752830530911124
1	1.2688448316848653
0	0.483796905420941
0	0.14158176787303
0	0.25953162259788687
0	0.0
0	0.5485554007531408
2	0.396632097938584
1	0.0
1	0.0
2	0.0
0	0.3032540607095927
1	0.07155237629266298
2	0.0
1	0.0
2	0.0
2	0.0
1	0.0
0	1.5572880812009207
1	0.0
2	0.0
2	0.5604234292408931
2	0.5834644763077923
2	0.0
2	0.5761010096741707
0	0.0
1	0.0
0	0.87793117202195
0	0.14017078555908236
1	1.7210488607525858
2	0.0
2	0.0
2	0.0
2	0.29631625173249443
1	0.21486803552791067
2	0.0
1	0.27177871145114774
0	0.0
0	0.8912658736199078
0	1.4398129234376391
2	0.0
1	0.7179281140943408
0	0.5089951892515803
1	0.40411147568602324
0	0.5349683598303104
2	0.6846944448143584
1	0.0
1	0.9646604804661982
0	0.7851187109136724
1	0.0
2	0.0
1	1.4359595029790517
2	0.2502880829193056
0	0.8480134328525641
0	1.6712138626830912
1	1.2563528454760269
0	1.4266035748207249
1	0.0
2	0.41850676029032485
0	0.0
2	0.9624744365347984
2	0.0
1	0.0
0	0.30460382479823855
1	0.0
2	0.0
1	0.944165197358312
0	2.39894316796013
1	0.47926408312070023
1	0.5151925956776625
1	0.755462925386212
1	0.0
2	0.0
2	0.0
1	0.8619252325293252
0	0.5151281624814177
2	0.0
1	0.0
2	0.7355972652099723
2	0.0
0	0.5035918262134449
0	0.7178408882805197
1	0.5613757035505327
1	0.0
2	0.0
0	0.5152984304436908
2	0.0
0	0.3070038403142238
0	0.0
0	0.9520391697141961
2	0.0
2	0.0
0	0.7160971219017478
0	0.254941283615155
1	0.0
2	0.0
2	0.8717147513368134
1	0.31079258051880765
0	0.8298407066269571
0	0.9934880746134711
2	0.0
2	0.0
0	0.0
2	0.2742212443253986
2	0.0
0	1.9463905830738817
0	1.9494728346944794
2	0.2546754420876959
2	0.6764791676732881
0	0.697389024238654
1	0.5039126816404356
0	1.0681060717345165
2	0.0
0	1.4354017320597967
1	0.9584272763624495
2	0.0
0	0.067878883841899
1	0.8533168460146517
2	0.0
0	0.9147913984852685
2	0.3360688239518618
0	1.92093742160932
0	2.105843526372449
0	0.3521794321961509
2	0.6312037807430838
0	1.5025609395624746
0	0.5800395325703344
1	1.3023843915108713
1	0.5246795800567605
0	0.1806247882776777
2	0.14414161909890522
2	0.7158029438192207
2	0.9594169310777548
0	0.5279138107941764
0	0.9394618496186795
2	0.0
1	1.2767454496115491
2	0.0
0	0.8827552471388577
0	0.39458454825030675
2	0.026394325610507252
1	0.0
1	0.0
2	0.0
0	0.5955432342860151
2	0.9368685448860871
2	0.0
2	0.0
0	0.7393937942616734
1	0.0
0	0.0
0	0.0
1	0.0
1	0.7703072923895838
0	0.0
2	0.0
2	0.1947782079242023
1	0.9869574298393031
1	0.5227399516193805
0	1.164451867984129
2	0.0
0	0.3792353563513349
0	1.5430028732181507
0	0.2721456525473578
2	0.0
0	0.0
2	0.11405792962803385
2	0.765047998113357
2	0.0
2	0.0
0	0.0
1	0.0
1	0.19342326836789103
0	0.13636776275204998
1	0.4139406395790163
2	0.0
0	0.0
0	0.6470287168360653
2	0.0
0	1.9648283684691978
1	0.0
1	0.255322171241124
0	0.012986454908081257
0	0.6495281985185488
1	0.1102673066205172
2	0.0
0	0.7601544279605112
2	0.7273189753400761
2	0.16944591811966303
1	0.9641923669770414
2	0.0
0	0.11901770749685114
2	0.0
2	0.3387429956066217
1	0.0
1	0.9235877275691047
2	0.7784624825026507
0	0.36094202508772155
2	0.0
2	0.986927520546066
2	0.09617534397255134
0	0.8356956450011213
2	0.49307436791538284
1	0.0
0	0.5721614896475907
2	0.0
0	0.16799813398835073
1	2.910268283957488
2	0.3747387194260715
2	0.0
2	0.5004271572586504
0	0.89867529544874
1	0.6440417321198321
2	0.9308783341416726
2	0.1933566694039106
0	0.0
1	0.3967032843596081
0	0.0
0	0.2527944113330177
0	0.9164055030384799
1	0.0
0	0.433682575964619
2	0.0
2	0.6561315573262608
1	2.9889216151840223
2	0.0
2	0.9007154680291095
1	1.1025999655059882
2	0.0
2	0.0
0	0.0
1	0.13722731933518428
2	0.0
2	0.0
1	0.6647683234817349
1	2.330669167166054
0	0.3290183652132803
2	0.7789219322029349
1	0.6976060610865404
2	0.0
0	0.784689801342902
0	0.5462944427854799
0	0.10652003806972576
1	0.16658023035608538
0	0.11702463932764107
1	0.7157741261008292
0	0.8883469289322611
1	1.25480984096427
2	0.7598287298513275
1	1.3734530284039586
1	0.6553053570907623
1	0.0
2	0.7652387915414445
2	0.9232336428542666
1	0.12754266852806684
1	2.1275687611546905
0	0.5589633526287869
2	0.0
2	0.0
0	0.54467080607916
1	0.4126689166826579
0	0.704929619701063
1	0.8886203687888373
0	1.8265902504612515
2	0.0
0	0.11623810935482903
1	0.33707424995838564
1	0.2309471416375647
2	0.0
1	0.0
0	0.5565463511048303
1	0.0
2	0.9537225304797242
0	0.5776645784934002
2	0.06700203056329967
2	0.0
0	0.0
1	0.5919443321294859
1	0.12491168184898938
0	0.0
1	0.8497523749042133
1	0.3455104380401727
2	0.6545873747831428
1	0.08710031209425873
1	0.0
1	0.127926493151439
1	1.5441312000431833
1	0.8263111268323869
2	0.133719923249081
0	0.0
0	0.7188976978524309
0	0.3797717922492154
2	0.11171922495007403
2	0.7328692305448172
2	0.0
0	0.3037073271859121
2	0.0
1	0.7322166723532746
0	0.2310504755867817
0	0.806668269093342
1	0.6373929724877161
2	0.0
1	0.0
0	1.137598504305543
1	0.0
1	0.05262223126208232
1	0.0
2	0.0
1	0.0
2	0.0
2	0.0
0	0.07167664808676188
2	0.0
1	0.17254323885693656
0	0.2754499787141309
0	0.7542505391723777
2	0.0
2	0.9455533648126667
1	1.6840533086104161
1	0.3565006244341844
2	0.558727838013902
1	1.8131304149182899
1	0.2462342202434441
2	0.9283458470914535
0	0.4666112966553573
2	0.0
2	0.0
2	0.0
1	0.0
1	0.0701634114299865
2	0.0
1	0.8798447644820566
2	0.0
1	0.92743648216797
2	0.0
2	0.7661962843502058
0	1.508818416390419
0	0.47997388119789064
0	0.8746746744136885
2	0.0
0	0.37939546288517667
